course_id,course_url,source_category,source_category_zh,source_page,title,description,language,instructor_name,instructor_description,price,price_currency,availability,rating_value,review_count,duration_iso,duration_minutes,chapter_count,unit_count,assignment_count,student_count,tags,scraped_at,source_categories,source_categories_zh,category_count
55e82d8efa223d100058f6f4,https://hahow.in/courses/55e82d8efa223d100058f6f4,art,藝術,,用電腦畫出手繪風賀卡！,【注意】 本課程初始規劃錄製時，版本為PhotoshopCS6，目前最新版是Photoshop2022， 只有少數介面有些不同，但大多是相同的， 目前基礎教學的課程影片是PhotoshopCS6版， 小鹿的繪製教學影片則是Photoshop2022版， 謝謝大家耐心等候！ 本堂課教你使用Photoshop由淺入深， 用電腦畫出畫出有清新風格手繪感的插畫！ （初學者跟著影片步驟做一遍就會囉！影片跟不上還有講義喔！） 成果作品可應用於賀卡，也能用於明信片、書籤…等。,zh-Hant,木綿,看到喜愛的插畫會感動非常！期許自己也能畫出讓人開心的插畫！,300,TWD,InStock,4.74,98.0,PT3H52M48S,232.8,2.0,24.0,2.0,1028.0,photoshop,2026-09-06T13:58:38,art|design,藝術|設計,2
592e5e5a2f29aa0700af943b,https://hahow.in/courses/592e5e5a2f29aa0700af943b,art,藝術,,設計 DIY - 網拍家的 PS 設計實戰,網拍 banner 設計課程，教你如何設計吸引消費者目光與提升購買率的網站 banner。課程將從 Photoshop 基本操作開始，搭配實際案例分享，帶你學會網拍設計必備的 know-how 與秘訣，大幅提升公司產品業績與銷售量。,zh-Hant,五更,大家好，我是五更，在網拍界打滾多年的小設計，專長是戰老闆還有慣老闆(弱)。 在網拍的世界裡，顛覆了我對設計這行業的認知，其實設計出自己腦海中的作品，也不是這麼難喔。,1800,TWD,InStock,4.88,51.0,PT16H25M53S,985.88,1.0,33.0,6.0,775.0,photoshop|網路商店|行銷學習地圖,2026-09-06T14:04:47,art|design,藝術|設計,2
65b2955e068e575b6243a28c,https://hahow.in/courses/65b2955e068e575b6243a28c,art,手作,,浪潮的藝術－環氧樹脂海浪製作指南,從零開始做出海浪作品，浪潮的藝術手作指南。在這堂課中，昀庭老師將從初學到進階，手把手幫助你打好海浪手作的基礎，帶你一步步認識探索環氧樹脂藝術的魅力。 這門課程提供了詳細的技術指導和學習架構，幫助學員克服使用環氧樹脂的初學難點，降低學習時間。 現在，就讓我們一起沈浸在海浪中，體驗更多無限的可能吧！,zh-Hant,謝昀庭-Yunting_draw,184女人，昀想藝術工作室創辦人,4200,TWD,InStock,5.0,38.0,PT4H28M35S,268.58,8.0,20.0,3.0,409.0,手作|興趣|色彩|藝術創作|質感|環氧樹脂,2026-09-06T14:49:28,art|handmade,手作|藝術,2
69803455ee6c701da1c284f7,https://hahow.in/courses/69803455ee6c701da1c284f7,art,手作,,用雙手探索，捏出生活的美好模樣—陶藝世界的入門必修課,用雙手探索，捏出生活的美好模樣—陶藝世界的入門必修課：帶你從零開始，掌握陶藝基礎技巧！涵蓋手捏、裝飾技法、修坯等關鍵步驟，搭配實作示範與專業指導，讓你輕鬆入門，打造專屬陶作。,zh-Hant,洪申,"原來如此工作室 / 原來如此小賣所創辦人，擁有逾 13 年陶藝實作經驗及 7 年創業經驗，擅長透過系統性及結構化的教學，循序漸進帶領學員接觸陶藝知識，至今已教學超過 1,000 名實體課程學員，體驗課程超過 8,500 人參與，期許將陶藝的美好帶給所有來上課的學員們。",4200,TWD,InStock,,,PT3H6M36S,186.6,5.0,29.0,6.0,37.0,副業|寵物|工作坊|手捏小物|燒窯|精實學習|興趣變現|陶藝|體驗,2026-09-06T14:57:03,art|handmade,手作|藝術,2
67cacd14db5bcdfa3b71cd81,https://hahow.in/courses/67cacd14db5bcdfa3b71cd81,career-skills,人文,,呂捷的歷史社會學：用古人智慧，破解生活與職場難題,歷史不只是過去的故事，而是一面映照人性的鏡子！知名歷史老師呂捷帶你回到歷史現場，透過經典人物與重大事件，看懂人性與職場的運作邏輯，從古人的選擇中，找到自己的生存智慧！,zh-Hant,ETtoday學習雲,提供多元、靈活和高品質的學習資源，傳遞知識的力量，讓大眾彈性學習。關注當下並放眼未來，希望持續推動學習領域的創新和進步，促進知識的傳遞和分享，並為學習者提供無限的成長機會。,4900,TWD,InStock,4.9,10.0,PT3H18M34S,198.57,4.0,13.0,1.0,102.0,呂捷|人際溝通|政治|歷史|職場賽局|職場溝通|社會議題|職場心理學|社會科學,2026-09-06T14:54:18,career-skills|humanities,人文|職場技能,2
69fdb291e87168eac8be8763,https://hahow.in/courses/69fdb291e87168eac8be8763,career-skills,職場技能,,IELTS Speaking 雅思口說突破課｜打造自然英式發音與流暢表達,學了多年英文，雅思口說卻始終無法突破？問題不在於你說了什麼——而在於你怎麼說！ 本課程由資深英語教師 Connie 與英國倫敦導師 Joan 聯手，從發音根本系統提升雅思口說成績，幫你在 Part 1、2、3 全面建立清晰、自信、道地的英式口說能力！,zh-Hant,Connie 英語,"講師 Connie：Couch Potato Education 創辦人，也是一位英文老師、教師培訓導師及英語課程質素評審員。 持有 Trinity College London CertTESOL 專業英語教學認證、英國利物浦大學碩士學位，並修讀英國 PGCE 正式教師資格。Couch Potato Education 現為英國資歷架構 TQUK 認可的 Accredited Level 5 TEFL 課程中心，本人擔任 IQA（課程質素評審員）及英文教師培訓導師。 自 2021 年起，與香港超過 60 間學校及機構合作，每年開設超過 200 班英語課程，累計教授超過 10,000 名學生，另服務超過 1,000 位香港及台灣個人學員。 致力為中文母語學習者提供系統化、實用的英語教育，讓每一位學員都能以真正自信的英文表達自己。",5980,TWD,InStock,,,PT3H,180.0,,,,,口說練習|職場英文|英文口說|英文檢定|雅思|英式英文|留學|考試,2026-09-06T14:57:34,career-skills|language,職場技能|語言,2
651555d40d84e88549bfc459,https://hahow.in/courses/651555d40d84e88549bfc459,career-skills,職場技能,,職場英文大補帖｜跨文化溝通指南,身處這個多元文化的時代，跨國團隊合作已成常態，培養跨文化溝通能力成為職場菁英不可或缺的技能。在這門課程中，Michelle 老師將帶領你深化對跨文化溝通的理解，增進專業溝通力及提升環境適應力，解析因不同文化及背景所衍生出的溝通困境，一同探討跨文化溝通秘訣。,zh-Hant,CLN｜Corporate Language Network,CLN 致力於引領企業用外語佈局全球、教導學員以外語提升競爭力，讓客戶自在使用外語的同時，亦深刻體會外語豐富其生命的美好。服務項目包含企業英文培訓、主題課程、專案口筆譯等。,2180,TWD,InStock,4.96,23.0,PT2H29M53S,149.88,5.0,24.0,5.0,130.0,,2026-09-06T14:48:01,career-skills|language,職場技能|語言,2
671ccc1ceebc1c6fd62bc08c,https://hahow.in/courses/671ccc1ceebc1c6fd62bc08c,career-skills,程式,,AI Coding 無痛上手 - 專為 AI 時代設計的開發方法論,從零開始用 AI Coding 打造實用網站，完成各種AI功能！學會「12 積木」積木架構思維: AI 功能 × 會員登入 × 資料 × 部署一次到位 打造屬於你的 AI 英語教練、智能記帳、履歷健檢軟體等等，讓你的想法不再存在腦海中，而是化身成現實!,zh-Hant,Kai Yen,AI Coding 資深教練，畢業於成大光電系、台大生物機電所，擁有 10 年以上軟體工程師經歷。曾獲台大、國泰金控、女人迷 Hackathon 程式競賽冠軍。非本科系自學程式，喜歡程式帶來的成就感，相信每個人都可以愛上程式，改變世界。,6800,TWD,InStock,5.0,6.0,PT9H1M19S,541.32,9.0,58.0,3.0,2537.0,後端|Vibe Coding|工程師|架構|產品|程式開發|AI 工具|前端|AI Coding|AI,2026-09-06T14:53:19,career-skills|programming,程式|職場技能,2
67b02fdcc058731dbfba3611,https://hahow.in/courses/67b02fdcc058731dbfba3611,career-skills,程式,,Dify 零代碼革命—打造你的第一個 AI Agent,許多人說 2025 年是 AI Agent 元年，如何才能開發自己的 AI Agent？ 想快速開發 AI 應用卻卡在繁瑣的程式碼？ Dify 的「可視化工作流」讓你專注於創意與邏輯設計！ 本課程以 「實戰 AI 生成應用」 為核心，帶你活用 Dify 的零代碼工具 從串接模型、建立知識庫、設計流程、部署應用，一步步打造屬於你的智能解決方案。,zh-Hant,凱文大叔,限時85折折扣碼【PUBALL85】 擁有超過 20 年的 Java 開發經驗，對 Java 生態系統了如指掌。除了全職軟體工程師的角色，我也在 Amazing Talker 擔任程式語言講師。 近期，我專注於人工智慧（AI）的應用研究，尤其是語言模型整合、RAG及智能化工作流程的開發，探索科技如何改變未來的系統架構與工作方式。,4600,TWD,InStock,,,PT5H16M47S,316.78,6.0,35.0,9.0,221.0,程式開發|AI 工具|Dify|數位工具|Ai,2026-09-06T14:54:03,career-skills|programming,程式|職場技能,2
6a58b0d6854626cb2a00d6b6,https://hahow.in/courses/6a58b0d6854626cb2a00d6b6,career-skills,程式,,不用寫程式！給文組人的 Claude Code 職場應用,你是否也有一件每週都要做、明知道浪費時間卻不得不完成的工作？這堂課將帶你運用 Claude Code，把週報、會議紀錄、SOP、文件整理等重複任務，打造為可重複執行的工作流程。從每天忙著執行，轉變為設計高效率系統，讓 AI 幫你完成繁瑣工作，把時間留給更有價值的思考與決策。,zh-Hant,Peter Tu,嗨我是彼得（Peter）， Zynkr.ai 的創辦人、商業週刊專欄作家，現旅居荷蘭並擔任跨國企業高階經理人，擁有豐富的國際職場、企業管理與數位轉型實務經驗。 近年專注於生成式 AI、AI Workflow、數位轉型與職場生產力應用，其經營之社群平台累積超過 6 萬名追蹤者，授課超過千名學員，並擔任全台最大 Claude Code 應用 LINE 社群版主以及《彼得的外商隨筆》版主，長期推廣 AI 工具、工作流程自動化及 AI Agent 實務應用。,5280,TWD,InStock,,,PT3H20M,200.0,,,,,職場能力|Claude|Peter Tu|職場應用|AI 應用|Ai|Claude Code,2026-09-06T14:58:46,career-skills|programming,程式|職場技能,2
680a57f0e7cfb571b972de14,https://hahow.in/courses/680a57f0e7cfb571b972de14,career-skills,程式,,跨越焦慮的產品開發之道｜2025 軟體產品年會 - 完整回放,一場屬於數位軟體產品人的年度盛會。 期待透過這場年會中的對談及講座，探討面對產品開發中的兩難、衝突與偏見，身為軟體產品的從業者我們該如何在這紛亂世代下共榮共存。在時代轉變的交叉口，找到行動方案。 無論你是產品經理、工程師、數據分析師、數據科學家、行銷、業務、營運團隊，期待你能在本場年會之後在講者經驗中尋找行動方案或 Role Model，打破框架繼續地在產品發開日常中勇敢前行！,zh-Hant,Taiwan Product Managers,Taiwan Product Managers 社群致力於打造討論軟體產品相關的社群，專注於產品經理領域並持續透過實體小聚及臉書社團創造與不同協作角色間的對話與理解的可能。,2980,TWD,InStock,,,PT5H43M28S,343.47,1.0,10.0,1.0,40.0,產品創新|產品經理|產品設計|產品開發|軟體|產品策略|PM|策略致勝,2026-09-06T14:54:39,career-skills|programming,程式|職場技能,2
5e95c5b8845c8bf74c0102df,https://hahow.in/courses/5e95c5b8845c8bf74c0102df,design,程式,,【UX‧三刀流】產品體驗設計,《UX ‧ 三刀流》是一個以「運算思維」為基礎而實踐 UX 設計的一種設計思維，學習者可以透過《用戶流》、《商業流》、《數據流》等三種能力的了解與練習，掌握 UX 工作的專業技術與思維，在動態的商業環境中以此三種能力中併行思考、取捨、決策與行動，以達到優化產品以提升使用者體驗的目標。,zh-Hant,UX‧三刀流 (温明輝),Linkedin https://www.linkedin.com/in/cis1979/,6666,TWD,InStock,4.88,82.0,PT30H59M4S,1859.07,5.0,42.0,6.0,1575.0,設計理論|產品設計|前後端程式精選課|藝術技能|UI UX,2026-09-06T14:19:40,design|programming,程式|設計,2
5de7148a46da740021ec240a,https://hahow.in/courses/5de7148a46da740021ec240a,design,程式,,產品分析入門：UX 設計師的思考術,UX 設計思考課程，由資深 UX 設計師教你用產品分析情境練習 UX 方法。透過課程你將學會如何分析商業端與用戶端的需求，並學會在進行資訊架構與產品設計前，需要了解的產品分析知識。,zh-Hant,Soking,產品設計師，多年新創公司、社群以及媒體經驗，提供數位產品設計的顧問服務以及 UX 教育工作坊。在 Medium 以獸群之心/Soking 分享 UX 工作想法，目前是台灣地區追蹤人數前五十名作家。合作過的企業有跨國企業 LINE、英語新創 VoiceTube、資策會、電商品牌 iFit 等等。,2450,TWD,InStock,4.66,47.0,PT1H54M38S,114.63,4.0,18.0,9.0,1380.0,UI UX|設計理論|前後端程式精選課,2026-09-06T14:16:51,design|programming,程式|設計,2
